"AN_EXERCICIO","NR_PERIODO","IN_PERIODICIDADE","CO_ESFERA","CO_PODER","ID_ENTE","NO_ENTE","SG_ENTE","fase_despesa","funcao","VALUE","QT_HABITANTE","ELEMENTLABEL","DT_STATUS_COLETA","dh_consulta"
"2017","6","B","M","E","2608800","Lajedo","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","547788.64","39570","Total de Despesas Intraorçamentária","2018-03-30T19:19:22Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","1","B","M","E","2605707","Floresta","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","4276598.31","32152","Total das Despesas Exceto Intra-Orçamentárias","2018-03-22T17:42:15Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","2","B","M","E","2600203","Afrânio","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","334528.52","19456","Total de Despesas Intraorçamentária","2019-05-24T19:35:53Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2017","3","B","M","E","2612703","Santa Maria do Cambucá","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","2046128.17","13921","Total das Despesas Exceto Intra-Orçamentárias","2017-07-25T18:27:10Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2015","2","B","M","E","2603108","Cachoeirinha","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","1752155.12","19814","Total das Despesas Exceto Intra-Orçamentárias","2015-06-02T03:31:19Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2016","2","B","M","E","2602308","Bonito","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","4519224.4","38094","Total das Despesas Exceto Intra-Orçamentárias","2016-05-30T18:38:27Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","6","B","M","E","2611200","Poção","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","2440626.36","11299","Total das Despesas Exceto Intra-Orçamentárias","2020-03-28T16:08:19Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2017","6","B","M","E","2307700","Maranguape","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","12671007.24","125058","Total das Despesas Exceto Intra-Orçamentárias","2018-02-02T14:17:31Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2017","4","B","M","E","2613909","Serra Talhada","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","8013661.84","84970","Total das Despesas Exceto Intra-Orçamentárias","2017-09-29T11:14:25Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2017","4","B","M","E","2310209","Paracuru","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","4600535.84","33665","Total das Despesas Exceto Intra-Orçamentárias","2017-09-29T14:56:45Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","4","B","M","E","2305803","Ipu","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","6561337.55","41485","Total das Despesas Exceto Intra-Orçamentárias","2018-10-04T20:18:05Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","5","B","M","E","2308377","Miraíma","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","2340037.21","13507","Total das Despesas Exceto Intra-Orçamentárias","2018-11-29T21:16:07Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","5","B","M","E","2607752","Itapissuma","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","212463.33","26397","Total de Despesas Intraorçamentária","2019-11-28T19:02:12Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","2","B","M","E","2606408","Gravatá","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","497403.83","83437","Total de Despesas Intraorçamentária","2019-05-29T17:39:38Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","3","B","M","E","2307502","Lavras da Mangabeira","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","4014407.13","31584","Total das Despesas Exceto Intra-Orçamentárias","2019-08-01T17:29:05Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","3","B","M","E","2313609","Ubajara","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","5214718.48","34068","Total das Despesas Exceto Intra-Orçamentárias","2018-07-18T19:00:08Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2016","3","B","M","E","2307502","Lavras da Mangabeira","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","3803362.76","31383","Total das Despesas Exceto Intra-Orçamentárias","2016-07-25T13:15:00Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2017","1","B","M","E","2301208","Aracoiaba","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","128783.21","26203","Total de Despesas Intraorçamentária","2017-08-17T14:50:14Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2015","4","B","M","E","2313104","Tabuleiro do Norte","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","2674130.64","30143","Total das Despesas Exceto Intra-Orçamentárias","2015-12-07T20:12:50Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","3","B","M","E","2607000","Inajá","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","219573.38","22840","Total de Despesas Intraorçamentária","2019-07-29T22:42:50Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2017","6","B","M","E","2306207","Itaiçaba","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","2677877.29","7698","Total das Despesas Exceto Intra-Orçamentárias","2018-02-01T19:00:19Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2017","2","B","M","E","2309706","Pacatuba","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","7638516.22","81627","Total das Despesas Exceto Intra-Orçamentárias","2018-02-08T12:46:47Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","1","B","M","E","2307502","Lavras da Mangabeira","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","3245972.31","31584","Total das Despesas Exceto Intra-Orçamentárias","2019-04-01T19:39:20Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","1","B","M","E","2312502","São João do Jaguaribe","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","701246.89","7670","Total das Despesas Exceto Intra-Orçamentárias","2018-04-05T15:44:19Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","2","B","M","E","2607000","Inajá","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","206528.63","22840","Total de Despesas Intraorçamentária","2019-05-30T21:18:16Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2015","5","B","M","E","2302305","Bela Cruz","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","3450612.01","31956","Total das Despesas Exceto Intra-Orçamentárias","2016-03-02T19:31:40Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2016","3","B","M","E","2616407","Vitória de Santo Antão","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","14099070.18","135805","Total das Despesas Exceto Intra-Orçamentárias","2016-07-28T21:03:58Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2017","1","B","M","E","2612554","Santa Filomena","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","101316.68","14265","Total de Despesas Intraorçamentária","2017-05-30T14:04:13Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2017","2","B","M","E","2612604","Santa Maria da Boa Vista","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","7910008.48","41475","Total das Despesas Exceto Intra-Orçamentárias","2017-05-29T17:15:43Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2015","2","B","M","E","2304400","Fortaleza","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","165232261.89","2571896","Total das Despesas Exceto Intra-Orçamentárias","2015-05-26T18:30:59Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2015","2","B","M","E","2311603","Redenção","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","3012237.34","27182","Total das Despesas Exceto Intra-Orçamentárias","2015-06-30T20:30:16Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2016","3","B","M","E","2609303","Mirandiba","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","143562.08","15098","Total de Despesas Intraorçamentária","2016-07-26T16:54:17Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2017","2","B","M","E","2309409","Novo Oriente","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","3093410.36","28288","Total das Despesas Exceto Intra-Orçamentárias","2017-05-24T18:26:14Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2017","2","B","M","E","2306009","Iracema","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","3188734.71","14098","Total das Despesas Exceto Intra-Orçamentárias","2017-05-22T12:55:45Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2016","2","B","M","E","2608909","Limoeiro","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","295743.5","56269","Total de Despesas Intraorçamentária","2016-05-25T21:15:22Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2017","1","B","M","E","2612109","Salgadinho","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","676637.49","10588","Total das Despesas Exceto Intra-Orçamentárias","2017-03-31T00:54:53Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2015","4","B","M","E","2612406","Sanharó","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","2182642.36","24556","Total das Despesas Exceto Intra-Orçamentárias","2015-09-28T01:06:24Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2017","2","B","M","E","2615508","Tracunhaém","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","911703.1","13643","Total das Despesas Exceto Intra-Orçamentárias","2017-05-24T14:36:09Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2017","2","B","M","E","2608503","Lagoa de Itaenga","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","3276383.68","21308","Total das Despesas Exceto Intra-Orçamentárias","2017-05-31T01:37:15Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2015","6","B","M","E","2604106","Caruaru","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","49202586.74","342328","Total das Despesas Exceto Intra-Orçamentárias","2016-03-30T13:50:29Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2015","5","B","M","E","2607505","Itaíba","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","3130029.84","26462","Total das Despesas Exceto Intra-Orçamentárias","2015-12-02T20:31:01Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","4","B","M","E","2302800","Canindé","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","1471500.74","77261","Total de Despesas Intraorçamentária","2018-10-10T19:26:37Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","1","B","M","E","2602902","Cabo de Santo Agostinho","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","2505484.34","202636","Total de Despesas Intraorçamentária","2018-04-06T17:19:44Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2017","3","B","M","E","2602001","Bodocó","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","4748936.66","37571","Total das Despesas Exceto Intra-Orçamentárias","2017-07-21T11:22:49Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2015","4","B","M","E","2305233","Horizonte","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","8503836.69","62002","Total das Despesas Exceto Intra-Orçamentárias","2015-09-29T19:42:37Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2016","2","B","M","E","2303709","Caucaia","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","32053874.54","353932","Total das Despesas Exceto Intra-Orçamentárias","2016-06-08T19:06:51Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2016","4","B","M","E","2301109","Aracati","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","433461.61","72727","Total de Despesas Intraorçamentária","2016-10-07T19:30:03Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2017","1","B","M","E","2306702","Jaguaretama","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","1609741.22","17977","Total das Despesas Exceto Intra-Orçamentárias","2017-04-04T01:32:59Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2017","4","B","M","E","2311108","Porteiras","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","2581558.22","14965","Total das Despesas Exceto Intra-Orçamentárias","2017-10-10T14:32:46Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2017","6","B","M","E","2614105","Sertânia","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","376142.36","35521","Total de Despesas Intraorçamentária","2018-04-26T20:02:47Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","5","B","M","E","2614105","Sertânia","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","128355.21","35521","Total de Despesas Intraorçamentária","2018-11-30T15:06:51Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","6","B","M","E","2606200","Goiana","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","2433547.52","78940","Total de Despesas Intraorçamentária","2019-01-30T15:21:20Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2017","6","B","M","E","2311801","Russas","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","851082.48","75762","Total de Despesas Intraorçamentária","2018-01-28T19:24:50Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","1","B","M","E","2612406","Sanharó","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","2290334.29","26026","Total das Despesas Exceto Intra-Orçamentárias","2019-04-16T19:36:25Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","2","B","M","E","2609303","Mirandiba","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","80582.83","15185","Total de Despesas Intraorçamentária","2018-06-21T21:20:46Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","2","B","M","E","2603108","Cachoeirinha","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","242733.89","20082","Total de Despesas Intraorçamentária","2018-10-18T18:30:59Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","6","B","M","E","2603801","Capoeiras","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","3112522.12","19994","Total das Despesas Exceto Intra-Orçamentárias","2019-03-25T23:43:21Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2017","3","B","M","E","2604601","Condado","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","345109.53","26008","Total de Despesas Intraorçamentária","2017-07-28T18:49:20Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2015","3","B","M","E","2605707","Floresta","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","5049651.23","31454","Total das Despesas Exceto Intra-Orçamentárias","2015-07-29T20:52:49Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","5","B","M","E","2306504","Itapiúna","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","3280425.86","19872","Total das Despesas Exceto Intra-Orçamentárias","2018-11-30T21:01:45Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","1","B","M","E","2600708","Aliança","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","1199698.06","38375","Total de Despesas Intraorçamentária","2019-03-29T12:25:41Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","1","B","M","E","2603207","Caetés","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","2198933.58","28570","Total das Despesas Exceto Intra-Orçamentárias","2019-05-20T14:31:23Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","4","B","M","E","2302107","Baturité","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","3598023.55","35575","Total das Despesas Exceto Intra-Orçamentárias","2019-09-27T14:25:39Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","6","B","M","E","2614303","Moreilândia","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","541658.87","11270","Total de Despesas Intraorçamentária","2020-04-30T13:49:32Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","3","B","M","E","2607802","Itaquitinga","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","207731.31","16903","Total de Despesas Intraorçamentária","2019-07-31T13:48:46Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2017","6","B","M","E","2614501","Surubim","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","9241879.26","63780","Total das Despesas Exceto Intra-Orçamentárias","2018-04-12T20:29:36Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2017","6","B","M","E","2610103","Palmeirina","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","1558109.71","7864","Total das Despesas Exceto Intra-Orçamentárias","2018-03-30T16:28:29Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","4","B","M","E","2312502","São João do Jaguaribe","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","874563.85","7670","Total das Despesas Exceto Intra-Orçamentárias","2018-09-20T11:58:32Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","2","B","M","E","2610509","Passira","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","550118.92","28972","Total de Despesas Intraorçamentária","2019-05-30T18:56:38Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","3","B","M","E","2608602","Lagoa do Ouro","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","2357255.81","13065","Total das Despesas Exceto Intra-Orçamentárias","2019-07-29T19:20:41Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","6","B","M","E","2600906","Amaraji","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","679612.33","22788","Total de Despesas Intraorçamentária","2020-04-30T17:03:11Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","6","B","M","E","2313005","Solonópole","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","3357515.11","18291","Total das Despesas Exceto Intra-Orçamentárias","2020-01-30T22:39:30Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","5","B","M","E","2308203","Meruoca","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","2883290.93","15030","Total das Despesas Exceto Intra-Orçamentárias","2019-12-11T01:33:36Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","6","B","M","E","2609154","Manari","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","30104.58","21085","Total de Despesas Intraorçamentária","2020-02-03T20:01:49Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","5","B","M","E","2615904","Tuparetama","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","1625531.79","8192","Total das Despesas Exceto Intra-Orçamentárias","2019-11-22T15:23:32Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2017","4","B","M","E","2612703","Santa Maria do Cambucá","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","2468007.03","13921","Total das Despesas Exceto Intra-Orçamentárias","2017-09-25T17:31:30Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","6","B","M","E","2313807","Uruburetama","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","3577144.96","21725","Total das Despesas Exceto Intra-Orçamentárias","2020-01-30T19:08:01Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2017","2","B","M","E","2302305","Bela Cruz","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","3787449.87","32243","Total das Despesas Exceto Intra-Orçamentárias","2017-11-29T14:12:21Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","2","B","M","E","2616100","Verdejante","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","1644225.44","9514","Total das Despesas Exceto Intra-Orçamentárias","2019-05-27T16:07:20Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","1","B","M","E","2307601","Limoeiro do Norte","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","4619009.27","58552","Total das Despesas Exceto Intra-Orçamentárias","2018-04-04T17:18:00Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","4","B","M","E","2312106","Santana do Cariri","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","2387206.65","17479","Total das Despesas Exceto Intra-Orçamentárias","2018-10-02T01:36:41Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","6","B","M","E","2314003","Várzea Alegre","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","5740004.63","40255","Total das Despesas Exceto Intra-Orçamentárias","2019-01-30T18:18:49Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","6","B","M","E","2609501","Nazaré da Mata","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","5267706.73","32366","Total das Despesas Exceto Intra-Orçamentárias","2020-04-28T00:34:48Z","##------ Sun Sep 20 09:30:05 2020 ------##"
